2025-05-30 21:09:31.187 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:520] Initializing com.liferay.site.initializer.welcome for group 32748
2025-05-30 21:09:31.189 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addStyleBookEntries took 0 ms
2025-05-30 21:09:31.190 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateUserGroups took 0 ms
2025-05-30 21:09:31.190 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateDepotEntries took 0 ms
2025-05-30 21:09:31.190 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addAccountGroups took 0 ms
2025-05-30 21:09:31.192 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateDataDefinitions took 2 ms
2025-05-30 21:09:31.192 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateSAPEntries took 0 ms
2025-05-30 21:09:31.193 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addSiteConfiguration took 0 ms
2025-05-30 21:09:31.193 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateObjectFolders took 0 ms
2025-05-30 21:09:31.193 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateDDMStructures took 0 ms
2025-05-30 21:09:31.193 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addSiteSettings took 0 ms
2025-05-30 21:09:31.194 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateTaxonomyVocabularies took 1 ms
2025-05-30 21:09:31.194 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateSXPBlueprint took 0 ms
2025-05-30 21:09:31.194 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addKeywords took 0 ms
2025-05-30 21:09:31.194 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateExpandoColumns took 0 ms
2025-05-30 21:09:31.197 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateRoles took 2 ms
2025-05-30 21:09:31.198 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateListTypeDefinitions took 0 ms
2025-05-30 21:09:31.198 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addPortletSettings took 0 ms
2025-05-30 21:09:31.200 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addAccounts took 0 ms
2025-05-30 21:09:31.200 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking setPLOEntries took 0 ms
2025-05-30 21:09:31.200 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addAccountGroupAssignments took 0 ms
2025-05-30 21:09:31.273 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateLayouts took 73 ms
2025-05-30 21:09:31.274 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateKnowledgeBaseArticles took 0 ms
2025-05-30 21:09:31.274 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateOrganizations took 0 ms
2025-05-30 21:09:31.630 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateDocuments took 355 ms
2025-05-30 21:09:31.630 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addWorkflowDefinitions took 0 ms
2025-05-30 21:09:31.630 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addUserAccounts took 0 ms
2025-05-30 21:09:31.632 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateClientExtensionEntries took 2 ms
2025-05-30 21:09:31.633 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateSegmentsEntries took 0 ms
2025-05-30 21:09:31.633 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addUserRoles took 0 ms
2025-05-30 21:09:31.633 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addFragmentEntries took 0 ms
2025-05-30 21:09:31.635 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addObjectDefinitions took 1 ms
2025-05-30 21:09:31.638 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking updateLayoutSets took 3 ms
2025-05-30 21:09:31.639 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addAccountsOrganizations took 0 ms
2025-05-30 21:09:31.639 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateBlogPostings took 0 ms
2025-05-30 21:09:31.639 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addRolesAssignments took 0 ms
2025-05-30 21:09:31.640 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateAssetLinkEntries took 0 ms
2025-05-30 21:09:31.640 INFO  [http-nio-8080-exec-1][BundleSiteInitializer:5576] Invoking addOrUpdateObjectRelationships took 0 ms
