2025-05-30 17:33:42.430 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:520] Initializing com.liferay.site.initializer.welcome for group 32837
2025-05-30 17:33:42.438 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateDepotEntries took 1 ms
2025-05-30 17:33:42.438 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking setPLOEntries took 0 ms
2025-05-30 17:33:42.454 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addAccountGroups took 16 ms
2025-05-30 17:33:42.455 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateObjectFolders took 1 ms
2025-05-30 17:33:42.455 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addStyleBookEntries took 0 ms
2025-05-30 17:33:42.455 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateExpandoColumns took 0 ms
2025-05-30 17:33:42.456 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateListTypeDefinitions took 0 ms
2025-05-30 17:33:42.457 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateDataDefinitions took 1 ms
2025-05-30 17:33:42.458 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateSAPEntries took 0 ms
2025-05-30 17:33:42.458 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateUserGroups took 0 ms
2025-05-30 17:33:42.458 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addAccounts took 0 ms
2025-05-30 17:33:42.458 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateKnowledgeBaseArticles took 0 ms
2025-05-30 17:33:42.461 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateRoles took 3 ms
2025-05-30 17:33:42.462 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateDDMStructures took 0 ms
2025-05-30 17:33:42.462 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addSiteSettings took 0 ms
2025-05-30 17:33:42.463 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateTaxonomyVocabularies took 0 ms
2025-05-30 17:33:42.463 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addSiteConfiguration took 0 ms
2025-05-30 17:33:42.570 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateLayouts took 107 ms
2025-05-30 17:33:42.571 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addKeywords took 0 ms
2025-05-30 17:33:43.126 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateDocuments took 555 ms
2025-05-30 17:33:43.127 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateBlogPostings took 0 ms
2025-05-30 17:33:43.127 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addOrUpdateOrganizations took 0 ms
2025-05-30 17:33:43.127 INFO  [http-nio-8080-exec-5][BundleSiteInitializer:5576] Invoking addWorkflowDefinitions took 0 ms
