2025-05-30 20:29:28.780 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:520] Initializing com.liferay.site.initializer.welcome for group 32848
2025-05-30 20:29:28.781 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addSiteSettings took 0 ms
2025-05-30 20:29:28.782 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateDepotEntries took 0 ms
2025-05-30 20:29:28.782 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateUserGroups took 0 ms
2025-05-30 20:29:28.782 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addAccountGroups took 0 ms
2025-05-30 20:29:28.782 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateListTypeDefinitions took 0 ms
2025-05-30 20:29:28.782 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateSAPEntries took 0 ms
2025-05-30 20:29:28.782 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateExpandoColumns took 0 ms
2025-05-30 20:29:28.783 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addStyleBookEntries took 0 ms
2025-05-30 20:29:28.783 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateObjectFolders took 0 ms
2025-05-30 20:29:28.783 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateKnowledgeBaseArticles took 0 ms
2025-05-30 20:29:28.783 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateOrganizations took 0 ms
2025-05-30 20:29:28.786 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateRoles took 3 ms
2025-05-30 20:29:28.846 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateLayouts took 60 ms
2025-05-30 20:29:28.848 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateDataDefinitions took 0 ms
2025-05-30 20:29:28.848 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addSiteConfiguration took 0 ms
2025-05-30 20:29:28.849 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addKeywords took 0 ms
2025-05-30 20:29:28.850 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateDDMStructures took 0 ms
2025-05-30 20:29:28.850 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking setPLOEntries took 0 ms
2025-05-30 20:29:28.850 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addAccounts took 0 ms
2025-05-30 20:29:28.850 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addWorkflowDefinitions took 0 ms
2025-05-30 20:29:28.854 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking updateLayoutSets took 4 ms
2025-05-30 20:29:28.855 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addAccountGroupAssignments took 0 ms
2025-05-30 20:29:28.855 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateTaxonomyVocabularies took 0 ms
2025-05-30 20:29:28.855 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addAccountsOrganizations took 0 ms
2025-05-30 20:29:29.189 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateDocuments took 333 ms
2025-05-30 20:29:29.189 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateBlogPostings took 0 ms
2025-05-30 20:29:29.190 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addFragmentEntries took 0 ms
2025-05-30 20:29:29.190 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateClientExtensionEntries took 0 ms
2025-05-30 20:29:29.191 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateAssetLinkEntries took 0 ms
2025-05-30 20:29:29.192 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateSXPBlueprint took 1 ms
2025-05-30 20:29:29.192 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addPortletSettings took 0 ms
2025-05-30 20:29:29.192 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addUserAccounts took 0 ms
2025-05-30 20:29:29.194 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addObjectDefinitions took 2 ms
2025-05-30 20:29:29.194 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateSegmentsEntries took 0 ms
2025-05-30 20:29:29.194 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addUserRoles took 0 ms
2025-05-30 20:29:29.195 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateObjectRelationships took 0 ms
2025-05-30 20:29:29.195 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addRolesAssignments took 0 ms
2025-05-30 20:29:29.195 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateObjectFields took 0 ms
2025-05-30 20:29:29.195 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking publishObjectDefinitions took 0 ms
2025-05-30 20:29:29.195 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateNotificationTemplates took 0 ms
2025-05-30 20:29:29.203 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateDDMTemplates took 7 ms
2025-05-30 20:29:29.203 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addAssetListEntries took 0 ms
2025-05-30 20:29:29.203 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateAccountEntryRestrictions took 0 ms
2025-05-30 20:29:29.204 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateJournalArticles took 0 ms
2025-05-30 20:29:29.204 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateObjectActions took 0 ms
2025-05-30 20:29:29.204 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addOrUpdateObjectEntries took 0 ms
2025-05-30 20:29:29.205 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addCPDefinitions took 0 ms
2025-05-30 20:29:29.564 INFO  [http-nio-8080-exec-8][BundleSiteInitializer:5576] Invoking addLayoutUtilityPageEntries took 359 ms
